create_time,start_time,cards,gpu_time,duration_time
2952014,2952073,1,66986,66986
3249585,3249676,2,118118,59059
3300318,3300417,2,224956,112478
2302352,2302449,2,225114,112557
3274255,3274269,1,77133,77133
1882796,1882871,6,493938,82323
2083550,2083602,1,14698,14698
3484024,3484084,4,246772,61693
3707412,3707442,2,35054,17527
3609431,3609519,1,120412,120412
2469422,2469514,4,635992,158998
2078043,2078106,1,16480,16480
283473,283487,4,359248,89812
3227505,3227516,2,83396,41698
42999,43070,4,685312,171328
3176786,3176828,2,27506,13753
364052,364059,2,232934,116467
2176161,2176251,1,56605,56605
3219421,3219451,6,357456,59576
2999105,2999147,2,124922,62461
1990865,1990962,1,67961,67961
1091264,1091307,2,141318,70659
1350176,1350242,1,134860,134860
2652596,2652621,1,63478,63478
2327301,2327373,2,256812,128406
419435,419525,1,69858,69858
2761778,2761810,2,45992,22996
1013156,1013222,1,84552,84552
3181068,3181103,1,68831,68831
346618,346628,1,172686,172686
473271,473347,2,60254,30127
797257,797327,2,69152,34576
2461106,2461196,2,252486,126243
3485228,3485278,2,95858,47929
752852,752945,2,130258,65129
1227491,1227520,1,68645,68645
2422628,2422701,4,95704,23926
216821,216863,1,113067,113067
3630045,3630086,1,136882,136882
2343223,2343290,4,1284972,321243
3535034,3535097,4,508848,127212
1799834,1799873,2,133042,66521
1511958,1511964,1,60442,60442
3210884,3210890,6,603492,100582
2629746,2629758,2,1957694,978847
1584617,1584688,8,1290680,161335
2269934,2270002,1,7956,7956
617696,617731,4,38768,9692
1086613,1086657,1,66881,66881
1030749,1030828,2,224238,112119
648661,648751,1,69848,69848
1528710,1528735,4,149184,37296
1998292,1998320,4,233052,58263
974088,974167,2,184672,92336
2301638,2301714,1,11531,11531
2839953,2840009,1,798832,798832
2539135,2539177,2,100942,50471
40477,40520,1,49498,49498
3741959,3741987,2,38492,19246
2233536,2233543,4,3738056,934514
3488384,3488433,8,579720,72465
1891714,1891798,4,317424,79356
2050504,2050514,1,94155,94155
3674462,3674469,1,102055,102055
3407663,3407707,2,212532,106266
118811,118836,1,134528,134528
1211973,1212008,2,1341146,670573
3817187,3817220,1,139983,139983
1158027,1158106,1,70779,70779
680963,681012,1,102606,102606
2977603,2977688,4,289428,72357
561782,561806,1,5363,5363
3114216,3114288,1,44098,44098
1208362,1208374,6,252024,42004
2123420,2123469,2,164580,82290
1924578,1924664,1,58314,58314
2063000,2063049,1,112472,112472
3438085,3438182,2,189990,94995
2408390,2408447,2,205616,102808
2193928,2193970,1,4139,4139
1321810,1321823,6,1108746,184791
3695529,3695616,2,122342,61171
3363025,3363078,2,186636,93318
3697072,3697167,2,182794,91397
3158297,3158361,2,271828,135914
190450,190519,1,61359,61359
2989763,2989858,1,76281,76281
1066369,1066462,1,25734,25734
2168843,2168917,1,128650,128650
661330,661375,6,127026,21171
398447,398540,2,55628,27814
3496328,3496407,1,24748,24748
3528688,3528710,1,52433,52433
3334347,3334376,1,119759,119759
3195233,3195271,1,90049,90049
1018281,1018353,1,53076,53076
1097854,1097924,1,56040,56040
420524,420584,2,84304,42152
3816537,3816628,1,94662,94662
1052071,1052108,1,775006,775006
243362,243452,1,93119,93119
1644565,1644610,1,54701,54701
1455270,1455320,2,272502,136251
198136,198202,1,48016,48016
1200841,1200882,2,145256,72628
3805086,3805108,4,269788,67447
2092409,2092478,8,1770408,221301
3349127,3349206,1,23016,23016
2612212,2612280,2,265414,132707
1938281,1938350,1,112568,112568
269745,269836,1,91339,91339
100824,100895,2,260050,130025
2700821,2700866,1,18569,18569
2499716,2499763,1,68140,68140
3809338,3809430,2,58704,29352
244368,244411,4,205788,51447
1319969,1320019,2,297100,148550
1282993,1283047,4,507636,126909
749757,749837,1,141756,141756
265727,265773,4,161152,40288
2727255,2727292,1,10597,10597
1203761,1203773,6,33738,5623
3604355,3604397,2,72044,36022
3030623,3030634,1,1018539,1018539
537587,537659,6,809526,134921
2509446,2509466,2,142554,71277
3719085,3719134,1,90100,90100
881519,881573,1,30577,30577
2556289,2556290,2,172816,86408
589655,589689,1,54912,54912
547921,547931,1,13929,13929
3127902,3127906,1,12121,12121
1694468,1694525,1,32768,32768
1795156,1795244,1,116615,116615
144985,144989,1,99509,99509
1466505,1466554,2,165232,82616
2673509,2673588,4,594480,148620
241533,241617,1,72562,72562
2284450,2284518,2,566556,283278
3759066,3759093,1,5273,5273
2884315,2884391,2,300680,150340
339163,339194,1,84531,84531
2953657,2953665,2,222480,111240
2936909,2936942,1,1236792,1236792
1685023,1685039,1,100515,100515
811707,811708,1,29854,29854
1085675,1085725,1,131923,131923
2852329,2852387,6,6682614,1113769
1454883,1454885,2,1605196,802598
2031060,2031123,2,202758,101379
3439959,3440051,4,522528,130632
1462823,1462895,1,13726,13726
2439158,2439215,2,69156,34578
1963539,1963577,2,59296,29648
429194,429246,6,262062,43677
326568,326617,1,66772,66772
783321,783343,1,405719,405719
511924,511962,1,48935,48935
1435409,1435479,1,94051,94051
806138,806151,6,1009026,168171
2838005,2838061,2,284278,142139
812808,812858,4,367440,91860
3483220,3483318,1,35387,35387
1980241,1980248,2,1464290,732145
1234425,1234453,1,737699,737699
1849197,1849253,1,18199,18199
1062004,1062020,8,1659136,207392
1627052,1627095,4,1115792,278948
969774,969775,1,128282,128282
3519673,3519728,6,679230,113205
15499,15556,1,297612,297612
1891725,1891767,6,183420,30570
2184949,2184953,6,1052814,175469
2099122,2099182,4,694976,173744
118463,118553,2,51940,25970
2346305,2346371,4,168420,42105
1342084,1342171,1,65979,65979
2150458,2150555,4,249424,62356
717381,717382,2,128590,64295
1106220,1106258,1,284537,284537
935176,935241,1,114251,114251
3326849,3326867,1,116387,116387
1429368,1429373,8,53536,6692
606691,606742,1,58685,58685
1226160,1226231,1,98863,98863
2494249,2494338,2,285512,142756
2204856,2204941,1,26699,26699
49201,49268,1,53878,53878
2745894,2745912,4,682676,170669
1754073,1754142,1,95527,95527
3709578,3709623,1,81253,81253
3609785,3609862,1,74046,74046
1971832,1971923,1,6136,6136
1042267,1042359,4,385328,96332
2215099,2215168,8,1952272,244034
2118600,2118626,6,1286484,214414
1185547,1185549,6,1284408,214068
3403727,3403768,2,206256,103128
3065396,3065443,1,48804,48804
524803,524856,1,129674,129674
3763101,3763197,1,53297,53297
955473,955525,1,74756,74756
3362380,3362407,1,502719,502719
164388,164430,1,108820,108820
3117703,3117799,2,192584,96292
7191,7273,1,986992,986992
1292625,1292721,2,280368,140184
3661958,3662027,1,101903,101903
3148088,3148090,1,69981,69981
872547,872646,1,98291,98291
3005147,3005172,2,164000,82000
2453526,2453618,1,98315,98315
913486,913563,1,89892,89892
397316,397390,2,2536358,1268179
2342705,2342755,4,263552,65888
729296,729370,2,2310938,1155469
1382812,1382852,1,132210,132210
1191104,1191165,1,106466,106466
2449728,2449748,1,91838,91838
749454,749521,1,11137,11137
3726208,3726304,1,24841,24841
3600858,3600866,1,143085,143085
2661611,2661660,2,201904,100952
3445306,3445337,2,240902,120451
2969484,2969541,1,36167,36167
1527634,1527723,1,111809,111809
434553,434555,1,30173,30173
2434940,2434990,4,451212,112803
21912,21924,1,621312,621312
3348407,3348471,2,281212,140606
3235479,3235543,4,251516,62879
2321703,2321781,4,496452,124113
1154363,1154436,1,24975,24975
3858287,3858290,1,113631,113631
1791716,1791791,2,175964,87982
2013443,2013513,1,75424,75424
2692141,2692155,1,17456,17456
1966547,1966568,1,31462,31462
1665538,1665618,1,58402,58402
2001476,2001564,1,63916,63916
1110124,1110203,4,436916,109229
3095587,3095613,1,31310,31310
3093195,3093287,2,232690,116345
2398037,2398040,1,511906,511906
2792566,2792614,2,2339568,1169784
3326538,3326616,6,556170,92695
3687494,3687529,2,229762,114881
2424482,2424571,1,138608,138608
2100443,2100524,1,119895,119895
1289058,1289099,1,137577,137577
3757282,3757334,2,286706,143353
3391006,3391028,2,61406,30703
3617088,3617105,1,80780,80780
596675,596758,1,91114,91114
3071721,3071761,1,19791,19791
1695191,1695229,6,1136826,189471
2065392,2065474,1,23207,23207
96038,96087,4,186036,46509
3214420,3214434,2,2183546,1091773
2687229,2687244,1,13988,13988
3417184,3417220,4,37000,9250
3810018,3810080,1,92876,92876
2143072,2143102,2,177188,88594
3642058,3642072,1,36679,36679
2938310,2938369,4,4855224,1213806
3271560,3271633,2,90632,45316
261880,261929,2,237318,118659
729588,729682,1,95001,95001
1352668,1352708,2,2369954,1184977
3548935,3548963,2,288160,144080
1918927,1918929,1,102379,102379
3507204,3507254,1,114619,114619
2243656,2243689,4,4074944,1018736
729087,729135,6,133488,22248
598412,598429,1,127376,127376
3110588,3110641,2,126518,63259
537660,537703,4,144100,36025
1919250,1919347,1,70673,70673
971524,971609,6,33780,5630
2121133,2121218,2,319904,159952
2388103,2388133,4,115240,28810
976166,976253,6,120156,20026
29517,29540,4,942452,235613
595159,595217,1,113277,113277
2338156,2338191,2,283782,141891
1954309,1954373,1,120381,120381
2462489,2462588,1,52103,52103
1316232,1316312,1,92203,92203
1026003,1026097,1,127910,127910
422882,422898,4,299116,74779
3772582,3772624,1,44779,44779
3139923,3139939,6,356520,59420
3812235,3812310,1,142856,142856
2682483,2682560,1,615274,615274
2038597,2038604,1,94338,94338
2745800,2745817,1,114950,114950
1203782,1203836,1,143956,143956
2348604,2348649,6,347226,57871
2771891,2771938,1,3792,3792
2993725,2993762,6,5449128,908188
611699,611723,4,346636,86659
2091334,2091382,1,36779,36779
1346076,1346175,1,82308,82308
731659,731699,1,1099557,1099557
2568575,2568624,2,35308,17654
1284607,1284699,1,79951,79951
57608,57697,1,115282,115282
1862562,1862586,1,101882,101882
478733,478831,1,90339,90339
1998604,1998643,1,64492,64492
2855509,2855515,1,121282,121282
2516836,2516931,1,140993,140993
1039975,1040062,1,95330,95330
2957849,2957947,1,153649,153649
1264812,1264827,1,137140,137140
3035666,3035742,2,18668,9334
58706,58794,8,1073008,134126
1115831,1115859,8,926464,115808
2638602,2638699,1,73106,73106
2130491,2130511,1,71569,71569
1721372,1721414,2,113906,56953
3886667,3886762,1,114483,114483
1448379,1448398,8,8461416,1057677
1194705,1194803,1,49363,49363
754063,754092,4,548696,137174
1749919,1749997,1,119515,119515
3273840,3273857,1,115107,115107
3743991,3744029,2,1052390,526195
3663109,3663136,1,297310,297310
1502476,1502491,2,111620,55810
857920,858006,2,22290,11145
2688011,2688070,1,10236,10236
3612656,3612670,2,11572,5786
241028,241044,1,118066,118066
1166213,1166214,2,252068,126034
1115371,1115415,1,128373,128373
3865629,3865650,1,127248,127248
1085796,1085881,4,616580,154145
3406900,3406944,6,990624,165104
12128,12173,1,15614,15614
2000869,2000967,1,1258537,1258537
851476,851575,1,577946,577946
3555504,3555554,4,426304,106576
3532455,3532527,8,952008,119001
1777399,1777485,8,224464,28058
1121595,1121615,6,2586450,431075
2326495,2326498,1,6359,6359
313167,313198,8,1211584,151448
3881220,3881222,1,20698,20698
2990186,2990247,1,83516,83516
3677433,3677530,6,1159926,193321
126984,127044,1,133129,133129
1498829,1498894,2,266996,133498
3203482,3203484,1,32291,32291
2529336,2529397,2,284116,142058
3280587,3280639,4,388592,97148
2455083,2455166,1,30432,30432
628796,628805,1,4051,4051
929704,929729,1,10895,10895
2045052,2045098,2,159332,79666
1089602,1089668,1,26161,26161
2765012,2765068,1,130297,130297
9438,9470,1,142379,142379
3633258,3633345,1,41889,41889
2823131,2823204,4,668648,167162
1728654,1728672,1,618562,618562
2597967,2598023,1,120966,120966
2957620,2957658,6,6160506,1026751
782247,782311,2,109172,54586
3688476,3688519,4,662648,165662
1075773,1075822,6,412884,68814
749464,749516,2,127762,63881
2911716,2911804,2,251116,125558
1925227,1925237,6,241146,40191
3648100,3648165,8,2499720,312465
2926081,2926089,1,26697,26697
210507,210535,1,20617,20617
3275325,3275330,1,58686,58686
529609,529658,1,5903,5903
2121359,2121394,1,75319,75319
1647616,1647651,1,125076,125076
3840283,3840346,2,194822,97411
3197244,3197320,1,135805,135805
2916457,2916490,4,4191528,1047882
503877,503920,6,406398,67733
1952536,1952633,2,223860,111930
3503473,3503486,1,110127,110127
44785,44829,2,460982,230491
893036,893122,4,4123524,1030881
3661937,3662020,1,76553,76553
3335506,3335533,2,1685572,842786
1255632,1255648,1,104675,104675
1196584,1196652,1,341165,341165
2474399,2474462,1,667829,667829
1643117,1643168,1,106464,106464
3746642,3746727,1,62786,62786
3692346,3692365,1,105089,105089
3207127,3207143,1,792275,792275
2100596,2100671,2,111656,55828
1952898,1952970,2,36488,18244
1907026,1907106,1,32706,32706
1875937,1876007,6,137406,22901
2773653,2773709,4,714952,178738
1778357,1778410,1,34125,34125
1336633,1336656,1,91535,91535
1238675,1238761,1,59238,59238
1537835,1537874,1,58579,58579
3196664,3196744,1,512829,512829
3486528,3486559,2,29524,14762
3650479,3650483,2,117488,58744
2519904,2519986,2,36808,18404
1444337,1444386,2,162456,81228
1293913,1293927,1,118375,118375
331031,331087,1,87012,87012
3188205,3188214,2,268618,134309
3390072,3390114,4,4698632,1174658
2537974,2538059,2,260940,130470
2047908,2047937,1,92493,92493
3639788,3639849,1,127015,127015
2925916,2925974,2,250762,125381
1421847,1421854,1,134663,134663
2446255,2446288,1,100842,100842
1189410,1189463,2,56522,28261
232678,232774,6,520260,86710
3602405,3602446,1,928613,928613
3447225,3447242,1,95280,95280
3866468,3866520,1,856834,856834
2802562,2802623,1,159065,159065
1144083,1144088,2,130514,65257
2639200,2639281,1,91952,91952
1281433,1281509,1,54452,54452
3432168,3432239,1,44845,44845
1659602,1659678,2,172088,86044
3588767,3588805,2,254778,127389
507374,507445,2,367646,183823
3747166,3747193,6,283086,47181
1616092,1616163,1,63486,63486
3239140,3239199,2,146352,73176
1402243,1402309,2,119778,59889
3540811,3540870,2,94176,47088
2168412,2168504,6,1009578,168263
936987,937070,1,73304,73304
3142901,3142958,2,47564,23782
3731608,3731694,4,178568,44642
3275469,3275519,1,35343,35343
2504998,2505020,1,90484,90484
2658828,2658832,4,211176,52794
2948187,2948211,1,976601,976601
659125,659134,1,37849,37849
2418989,2419034,2,107016,53508
1990159,1990203,2,57998,28999
498205,498259,1,124504,124504
1385472,1385505,1,562684,562684
3063619,3063703,1,122262,122262
825942,825992,2,292192,146096
3784530,3784625,4,184904,46226
947337,947375,2,20292,10146
545906,545918,1,55601,55601
2910519,2910605,8,274480,34310
1182489,1182502,4,462956,115739
1586291,1586357,1,105661,105661
432761,432800,6,221712,36952
1420293,1420325,2,146162,73081
3440397,3440416,6,606234,101039
982190,982279,4,332968,83242
3677869,3677915,6,513648,85608
2604172,2604222,6,311202,51867
3166165,3166166,1,64256,64256
2191124,2191130,1,66630,66630
195749,195780,1,136946,136946
815541,815604,6,818844,136474
3064883,3064936,1,142606,142606
1057645,1057715,1,16729,16729
2808876,2808882,4,34776,8694
3801062,3801082,1,140455,140455
2476043,2476127,6,7018542,1169757
380373,380379,1,85221,85221
509358,509415,2,283444,141722
3862711,3862770,1,122004,122004
2223883,2223935,1,121052,121052
464525,464612,2,111246,55623
668119,668155,1,106433,106433
2356244,2356296,1,134039,134039
2250629,2250642,1,5711,5711
796371,796454,1,32084,32084
206977,207055,6,620892,103482
1681379,1681447,2,200866,100433
445783,445816,4,519580,129895
3407128,3407164,2,50666,25333
1118770,1118863,2,217278,108639
2435902,2435998,1,82929,82929
1122514,1122566,8,718624,89828
937535,937589,1,99617,99617
527067,527122,1,4123,4123
1257062,1257064,1,22340,22340
2691840,2691847,8,755760,94470
3563490,3563553,1,80664,80664
2782430,2782521,1,94644,94644
355592,355628,2,170914,85457
2919214,2919277,1,29367,29367
386416,386448,2,322536,161268
2931016,2931091,1,97325,97325
1926069,1926161,1,106533,106533
1870975,1871009,1,11449,11449
3834755,3834786,2,182646,91323
3238307,3238340,1,13938,13938
3311122,3311160,1,16898,16898
1497470,1497564,1,62247,62247
561830,561872,8,1203200,150400
1796443,1796477,1,83432,83432
843987,844022,1,99835,99835
3129985,3130074,1,22744,22744
452319,452340,2,241446,120723
2461364,2461393,2,71236,35618
1340020,1340073,1,120056,120056
1544970,1544975,8,1711176,213897
3035245,3035254,1,95400,95400
3400907,3400972,2,248984,124492
2264992,2265059,2,61966,30983
2329621,2329676,4,574228,143557
1732592,1732638,8,2021080,252635
1520974,1521010,4,671284,167821
2639682,2639718,2,129012,64506
808179,808236,2,183862,91931
318750,318778,1,124838,124838
2474173,2474225,1,31309,31309
2407776,2407836,1,15074,15074
2744097,2744146,1,94499,94499
3204029,3204090,1,83209,83209
2499726,2499814,2,133174,66587
189091,189092,2,294146,147073
1133126,1133144,6,44088,7348
746719,746723,1,94684,94684
745772,745832,1,57834,57834
2117164,2117211,2,172044,86022
2390787,2390813,2,279478,139739
3192385,3192465,4,693396,173349
459126,459180,6,266502,44417
2059137,2059185,8,937280,117160
750955,751008,1,5695,5695
1506071,1506125,1,114769,114769
2800850,2800913,1,93328,93328
1957367,1957399,2,242744,121372
3887108,3887163,2,253554,126777
3177459,3177510,4,35012,8753
1085998,1086043,1,56498,56498
2277821,2277911,1,648567,648567
2141361,2141375,2,97084,48542
3429062,3429106,1,63910,63910
1004210,1004220,1,96597,96597
200609,200706,4,212268,53067
3458748,3458825,1,1100808,1100808
1568191,1568261,1,9821,9821
3445720,3445756,1,43429,43429
1190579,1190621,1,96109,96109
2187733,2187822,8,1140616,142577
1798131,1798224,1,48112,48112
2068410,2068457,4,555632,138908
3161274,3161366,1,96153,96153
1394933,1395014,1,78681,78681
946459,946540,1,135277,135277
539809,539810,1,101879,101879
1312760,1312773,2,50934,25467
2538303,2538321,1,60343,60343
2358391,2358414,2,157566,78783
2016879,2016902,2,190562,95281
2788538,2788634,1,69636,69636
1419816,1419837,1,52366,52366
1844994,1845053,2,1138826,569413
104292,104368,1,23796,23796
1154662,1154746,4,643496,160874
421009,421011,2,184250,92125
3156293,3156340,2,351960,175980
3728466,3728506,2,2539462,1269731
2326233,2326315,1,516636,516636
2041418,2041425,1,24443,24443
3176967,3176972,1,736322,736322
3341709,3341733,1,44089,44089
1531377,1531433,1,48982,48982
1338017,1338091,2,47486,23743
3115768,3115804,1,77031,77031
205380,205433,2,263608,131804
2512131,2512209,2,51908,25954
2357437,2357488,2,270742,135371
96644,96735,6,3212658,535443
3801668,3801698,1,67737,67737
3439866,3439931,4,81108,20277
1784807,1784889,1,99105,99105
223598,223667,2,77894,38947
3053710,3053759,1,28080,28080
1961364,1961457,2,114998,57499
1535830,1535923,1,148284,148284
24450,24548,1,136489,136489
2054224,2054276,1,114524,114524
746394,746458,2,169918,84959
2259172,2259181,4,180236,45059
1740876,1740919,1,143072,143072
3484806,3484884,1,538681,538681
576008,576046,1,33694,33694
1074030,1074125,1,42043,42043
2651607,2651650,1,103604,103604
3270241,3270331,1,27315,27315
2226597,2226628,1,76572,76572
1164790,1164843,1,74123,74123
165221,165248,1,52231,52231
2816965,2816968,4,234392,58598
2292166,2292234,1,137420,137420
3016114,3016186,2,226680,113340
368418,368509,2,148808,74404
2465221,2465243,1,78844,78844
500051,500054,1,25611,25611
1525896,1525964,1,110168,110168
3773118,3773167,1,128993,128993
1908805,1908808,2,40848,20424
2230994,2231035,1,126190,126190
1720624,1720656,4,619664,154916
74647,74740,2,62106,31053
3081029,3081043,6,541224,90204
2885921,2885983,1,14947,14947
3655323,3655346,4,384520,96130
387777,387794,1,128859,128859
958579,958618,4,604468,151117
2352094,2352188,2,1589970,794985
762799,762866,8,802192,100274
2051206,2051238,2,322858,161429
24673,24726,1,74532,74532
2796853,2796881,1,42295,42295
2008549,2008562,1,367493,367493
820741,820784,1,76397,76397
944554,944645,1,59562,59562
1932538,1932544,1,111261,111261
1576533,1576600,2,240294,120147
3113759,3113796,1,69589,69589
584588,584621,2,119850,59925
89126,89217,1,35596,35596
2275950,2276012,1,73360,73360
2092092,2092146,1,111514,111514
1364914,1364963,8,1367152,170894
2315527,2315592,1,125703,125703
322210,322309,1,218941,218941
265963,266018,2,202958,101479
2747711,2747730,1,90116,90116
2305359,2305400,4,197256,49314
452303,452353,2,63964,31982
3547181,3547237,6,899856,149976
85214,85219,1,29871,29871
3496813,3496877,1,44790,44790
2849110,2849193,2,2381604,1190802
1578823,1578863,6,1230762,205127
1248887,1248964,2,208740,104370
1813817,1813835,1,21670,21670
3493226,3493297,4,61944,15486
1526124,1526203,1,110634,110634
1295297,1295315,1,288719,288719
2167812,2167822,1,142931,142931
3661464,3661528,1,35838,35838
2072629,2072688,4,243804,60951
2366891,2366974,1,137389,137389
1506411,1506449,1,36760,36760
870318,870379,1,41584,41584
1251019,1251022,4,451632,112908
1883946,1884015,6,1107864,184644
1780452,1780543,8,686728,85841
1808071,1808135,1,44498,44498
907886,907948,6,381564,63594
738152,738225,4,118164,29541
762445,762454,2,23960,11980
1645715,1645807,1,40037,40037
7255,7293,1,26189,26189
3118542,3118631,1,112151,112151
180135,180206,6,58542,9757
517008,517104,1,54726,54726
1604393,1604422,1,94701,94701
964945,964955,1,123637,123637
2870080,2870167,4,369296,92324
883350,883373,4,73736,18434
2100413,2100422,1,10407,10407
3647261,3647321,1,23503,23503
3115476,3115536,4,316092,79023
995810,995855,4,507412,126853
2824092,2824166,1,50550,50550
366993,367078,1,93455,93455
1060402,1060498,1,32583,32583
2407055,2407132,1,69533,69533
1708620,1708641,1,129525,129525
363768,363812,1,70398,70398
1859379,1859460,2,194448,97224
1162167,1162243,1,109700,109700
1436399,1436452,2,747486,373743
1451226,1451237,1,110971,110971
956922,957013,8,995392,124424
2203049,2203077,6,835308,139218
721534,721583,1,56224,56224
2345668,2345759,1,77039,77039
3670009,3670016,1,57871,57871
3076922,3077018,1,122627,122627
3173606,3173644,1,624825,624825
1046038,1046106,2,71324,35662
17446,17501,1,59383,59383
604584,604676,1,4654,4654
2488007,2488028,4,543264,135816
2528599,2528669,2,249166,124583
2311597,2311676,6,359124,59854
2693585,2693629,1,79069,79069
462256,462349,4,595372,148843
598100,598119,2,127058,63529
2965093,2965151,1,62998,62998
881875,881972,2,316090,158045
3007476,3007508,1,57007,57007
1241396,1241471,4,151164,37791
1373405,1373468,1,74372,74372
1014058,1014091,1,125019,125019
1414015,1414060,1,39803,39803
1624397,1624461,1,140138,140138
1736605,1736643,2,15312,7656
3761007,3761046,2,1127512,563756
1288223,1288256,1,85750,85750
1694620,1694670,1,58581,58581
712215,712260,1,24514,24514
2755352,2755426,1,121448,121448
1307886,1307951,1,141987,141987
2446682,2446756,6,1962234,327039
2362294,2362362,1,64932,64932
3560272,3560324,4,164172,41043
2680934,2680963,4,202632,50658
352159,352197,1,140611,140611
2654808,2654885,2,31554,15777
762146,762162,1,56088,56088
3719323,3719359,2,113058,56529
3497269,3497304,2,232770,116385
2546087,2546103,4,58260,14565
1735077,1735087,1,58173,58173
1257063,1257128,6,1092552,182092
3741126,3741189,1,123441,123441
1510833,1510846,1,93207,93207
2432117,2432215,2,246930,123465
523733,523822,1,17587,17587
530547,530639,1,143217,143217
1295271,1295346,1,135114,135114
1067966,1068054,4,534532,133633
2008407,2008441,1,97223,97223
2778367,2778407,4,5125316,1281329
2243066,2243094,2,126574,63287
2662772,2662855,1,286804,286804
3529618,3529704,1,129872,129872
1729398,1729471,2,82626,41313
870131,870198,4,646056,161514
187851,187883,2,69382,34691
3619036,3619056,1,143882,143882
1042700,1042766,2,292962,146481
3551899,3551904,6,821208,136868
2066508,2066541,2,10940,5470
3880560,3880622,1,68020,68020
1716391,1716462,1,106004,106004
2320978,2320980,1,108306,108306
3470989,3470991,1,138921,138921
1331112,1331156,6,309972,51662
981965,982058,6,1295274,215879
942078,942159,1,51517,51517
2953134,2953167,1,721369,721369
1697734,1697767,2,250660,125330
288315,288384,6,945858,157643
1454135,1454144,1,115384,115384
3621526,3621606,1,115620,115620
2020530,2020572,4,1053536,263384
576253,576349,1,129687,129687
2428901,2428917,4,735104,183776
3371865,3371919,1,1046563,1046563
3484526,3484527,2,84120,42060
212530,212531,1,130222,130222
129904,129965,1,15310,15310
1127677,1127725,1,66818,66818
621901,621912,1,106340,106340
2060641,2060657,1,38623,38623
419694,419714,6,834804,139134
3730157,3730244,2,160132,80066
699541,699611,2,76960,38480
3271173,3271243,1,100245,100245
2365789,2365845,2,235510,117755
2966734,2966738,4,621456,155364
689853,689890,4,406748,101687
1870156,1870177,1,54004,54004
3014185,3014254,2,185242,92621
544699,544787,2,287344,143672
1456309,1456321,1,60356,60356
2401674,2401717,4,299164,74791
162630,162645,1,6960,6960
2080036,2080118,1,93930,93930
3138365,3138440,1,1286102,1286102
991332,991340,2,56012,28006
1120304,1120372,2,230372,115186
274296,274387,1,133648,133648
2452261,2452351,4,440496,110124
2213509,2213566,2,31514,15757
